trial,window_size,k,polarity,radius_closing,radius_opening,dice,hausdorff,score
341,37,0.06657439603627646,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
340,37,0.06931308205549128,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
339,37,0.06630891312698889,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
338,37,0.09631882113304968,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
337,37,0.19796482989243963,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
336,37,0.06097352021629611,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
335,37,0.07020302642998982,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
334,37,0.09711977955231628,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
333,37,0.09568233308095996,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
332,37,0.0688768848506809,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
331,37,0.06655732150468696,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
330,37,0.06839835719421339,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
329,37,0.06497246903170717,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
328,37,0.1651616937230685,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
201,7,0.29046259261889507,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
399,15,0.4592713814074345,low,1,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
199,7,0.2931138498521957,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
112,25,0.14038067436171245,low,1,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
82,7,0.2507688160439658,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
83,39,0.11143323911342326,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
84,49,0.2938932084218011,low,1,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
87,49,0.025785712487307905,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
94,43,0.23838446175403616,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
96,33,0.03702453891396528,low,3,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
97,25,0.2538006663607388,low,2,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
99,33,0.21013662846993153,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
198,7,0.04041418231460257,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
107,7,0.05070073853796098,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
109,43,0.49019302954061933,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
110,45,0.4444434634491648,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
114,51,0.1867255140706477,low,3,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
77,31,0.13574415297209905,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
117,47,0.1488147052934947,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
119,29,0.2988282926894675,low,3,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
124,5,0.02202715444352933,low,1,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
129,47,0.2063419324793247,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
130,49,0.25831432163682533,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
131,47,0.24523416760109837,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
132,51,0.22904572884125518,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
133,51,0.23368076516286954,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
134,43,0.2370607622536667,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
135,49,0.2412370695259831,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
136,47,0.21992443237804385,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
137,47,0.230105381079419,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
78,47,0.25902956887008594,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
72,23,0.11218996250754018,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
139,49,0.21409949216795016,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
38,35,0.0894493425331074,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
3,29,0.21547374728829105,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
4,43,0.2885825051335719,low,3,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
8,45,0.4040068070327128,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
12,29,0.22154056360417648,low,3,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
15,9,0.01712768278434266,low,3,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
17,47,0.1197713363543515,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
19,39,0.07449934800395079,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
21,49,0.47162626932235174,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
23,39,0.18689268228674363,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
27,45,0.08416649932451226,low,3,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
28,33,0.012188356779678184,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
33,35,0.11134782163697772,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
39,39,0.26122219744267977,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
69,45,0.11303824418666546,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
42,33,0.09351511991688898,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
44,23,0.1091946180362454,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
49,37,0.05910115305260375,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
50,43,0.17205363800266116,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
51,15,0.45059106452986375,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
53,7,0.23742676130350182,low,1,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
54,33,0.20720706162025365,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
56,23,0.4984859348675576,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
58,49,0.3446716924940653,low,3,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
65,45,0.3069425015811003,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
66,39,0.21538720713463197,low,3,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
68,37,0.3556870442343278,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
138,49,0.2270963947835877,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
100,9,0.1695209997089849,low,2,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
140,45,0.236803615236776,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
168,5,0.35902939578009063,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
190,9,0.03490623634561131,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
159,7,0.27620578951356006,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
160,5,0.49448721382084476,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
161,5,0.2824940775015574,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
162,5,0.3664965491843458,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
180,27,0.3531680983379504,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
163,27,0.28172539620307785,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
188,27,0.034646417459341904,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
187,27,0.04883248642708516,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
164,7,0.2907887757336506,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
165,5,0.27910914385315805,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
166,5,0.29640032099707686,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
167,5,0.29271917322791796,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
186,27,0.045092511943377114,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
169,5,0.2838313632748587,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
192,33,0.04028727593795563,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
170,5,0.28952388295710224,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
185,29,0.04836526595314852,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
141,43,0.2371532650837489,low,5,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
171,5,0.28812306959749723,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
172,5,0.3550539121098961,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
184,27,0.04245128559349751,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
173,9,0.29195666064345427,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
183,27,0.04102363807458116,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
182,27,0.03751169002119026,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
175,9,0.2923297050509124,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
176,9,0.3506695087218962,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
177,7,0.045342678562137306,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
178,9,0.04660390615912975,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
181,27,0.28827890792614275,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
191,9,0.03839991168623927,low,5,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
179,9,0.0455854260553277,low,4,2,0.04354797856982575,48.12483766206386,-0.004576859092238109
151,27,0.4924428326029549,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
154,45,0.3668013621984984,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
152,27,0.3987836219611631,low,4,1,0.04354797856982575,48.12483766206386,-0.004576859092238109
