trial,mu,lambda1,lambda2,tol,max_num_iter,dice_slice
308,0.04105325852217229,1.0127706388677336,1.8078960329102072,0.0010002475121413524,51,0.24712812960235642
321,0.03860682615362968,1.0157542757013822,1.9924179211164046,0.0009737412755013811,52,0.24542928184876409
317,0.04082638917544845,0.9942826959712775,1.9957083481017088,0.0018221967197922563,52,0.24371822803195353
259,0.1075023353343412,1.15084089331815,1.267291248966883,0.0009639575123968204,53,0.24178674351585014
375,0.010313246199927482,1.101505469536846,1.8070096853062259,0.0011005185489691358,61,0.24154311213473442
353,0.034353341748480794,0.9720167040087919,1.7113330884109919,0.0011421318282510639,53,0.2412305922944221
306,0.04691039567302761,0.8698800872404138,1.6376155274597346,0.0010790775234323518,53,0.24057347670250895
326,0.037432591749294974,0.9680281876247374,1.7218367676102084,0.0010222032629608302,52,0.23926992727791244
289,0.03768698450280853,1.017917308287514,1.9854735013920022,0.0009599797682221001,51,0.23811551014616147
65,0.11182490928765343,0.6401816130083875,1.311904879310451,0.0008669861406413991,91,0.23774440351374326
271,0.02926635255667118,1.0151677371388637,1.803908757272545,0.0010289357075786688,53,0.23730731155423562
305,0.047603763802831836,0.8729604706826816,1.7919315650543668,0.0019191228486486955,53,0.23640462102000565
292,0.02743516935868546,1.136211555281526,1.50307475862593,0.0010811533984628873,51,0.2361384745285674
293,0.04569644680441212,0.8687051815704693,1.4988936638075465,0.00103499483138126,52,0.23590608744552227
47,0.06954171766702522,0.6211732505419556,1.9671545287711312,0.0002644757692639553,98,0.2334771114512314
262,0.10047831874702404,1.1546569259130237,1.6120581128762463,0.0009391725181307223,43,0.23331479421579532
301,0.03286781808122056,1.0177272817315246,1.7919158701067202,0.0019379323552775572,51,0.23292615213770126
357,0.037038835697917064,0.9703484757401581,1.7091048172817973,0.0010658220501019143,51,0.23189607517965727
285,0.03321863402478476,1.0125392514369231,1.8164626777653128,0.0009897095586747263,51,0.23116131698581072
318,0.02969282851301186,1.0015571012625366,1.9910433358910595,0.0009853387531944759,53,0.23071634813694486
342,0.03302422874000796,0.967445645582306,1.6426568967721438,0.0011200115037576647,52,0.22992600712523978
304,0.044722815734912234,0.861230440753972,1.8184338287728035,0.0009766310501733535,53,0.22964280826604624
330,0.03154010477980043,0.9787908664732567,1.629082676380542,0.0019581583633799544,52,0.22942302433688816
343,0.031831636636217936,0.9786442427661165,1.7321693599005434,0.0011187742603941647,52,0.22907849829351537
393,0.012524632313235608,1.2754997668450083,1.9311206422247835,0.0008239571101880048,51,0.22861035422343323
350,0.032926201526854756,0.9770825966606349,1.8179023155667595,0.0019515169126857435,52,0.22833038508640632
388,0.007176321213015403,1.1200035583425147,1.7357219495800902,0.0011525020200553375,60,0.2282061743506052
296,0.025757871491979112,1.0135805336173271,1.8153055497426258,0.0010520717502808066,53,0.2260541560016166
348,0.03393155305044143,0.9736613986739178,1.9993407599439164,0.0019504035658734547,52,0.22547702230583178
233,0.04988369194242305,0.7284847867437101,1.2545676111598403,0.0007344877295262548,54,0.22517444981213097
315,0.044624142336630826,0.8597991473831027,1.9454573344546364,0.0010065331183221043,53,0.22481243301178994
333,0.027651997052891182,0.9824376173136826,1.7897118933897704,0.0009874228139217067,53,0.22457173447537473
234,0.22963051827808664,1.2049449453255634,1.8851685464428618,0.0007348646739757091,53,0.2232867598137059
334,0.03154079068787968,0.9679856838909218,1.8285533289224185,0.0009808619843061264,52,0.22316797446468944
225,0.04521469710899269,0.722716074783928,1.2679864011392645,0.0006485869195719388,55,0.22293078251627474
356,0.03111814421435624,0.9849740300017653,1.726427984814792,0.001933942231612036,51,0.22210456651224356
386,0.004038333244592886,1.1192851391688121,1.8149645607797766,0.0011060807004003872,61,0.22166446499339498
294,0.0419106248132121,0.8635045168480762,1.9486470351455456,0.00712394099013176,53,0.22125527426160338
